Word,Democrat Frequency,Republican Frequency
ceasefire,2,2
osce,2,0
durable,3,0
dispute,2,2
friendly,5,6
trumpgop,2,0
disorder,5,4
suggest,5,13
inappropriate,3,2
resigned,3,0
pretty,4,6
somewhere,3,3
#elections,2,2
strongest,5,8
repmgs,3,0
steady,8,7
rapidly,9,13
described,2,4
fooled,2,4
rays,2,0
averaging,2,0
miranda,2,0
minors,4,0
budgetwe,2,0
ilhanmn,3,0
cong,5,3
burned,6,2
oldest,4,5
rashidatlaib,3,0
bailouts,3,6
#greennewdeal,2,0
receives,5,11
pentagons,4,0
yearthats,2,0
combined,4,7
tru,2,0
nicholsuprising,4,0
mehdihasanshow,4,0
shrinking,3,0
firm,4,14
mehdirhasan,2,0
eastern,9,26
overturning,7,0
nowthis,2,0
wing,8,22
crash,5,4
charges,7,13
install,4,2
hoping,7,8
monopolies,2,0
antitrust,5,11
frankly,3,3
facebooks,6,4
contractor,2,2
lastditch,4,0
wisconsinites,8,6
govevers,4,0
escorts,3,0
#reproductivehealth,2,0
someones,5,0
denies,2,0
ali,5,0
abu,3,0
palestinian,3,0
boy,6,5
violencethe,2,0
restorative,2,0
skill,7,0
clip,3,3
#magicmonday,2,0
destruction,5,7
africa,8,5
substantial,2,10
dana,2,2
okay,5,2
justices,5,13
proves,5,7
#forward,2,0
helm,6,4
defenders,6,2
#wi,5,11
tweeted,3,0
speakervos,2,0
booming,2,3
senategops,3,0
hav,4,0
justify,2,5
olympics,2,2
betsy,3,0
phenomenal,7,0
compromising,3,3
strikes,4,4
replacing,7,2
lining,2,2
pow,2,0
speaks,6,8
minor,2,6
draconian,3,2
kylegriffin,4,0
birds,8,0
trumpers,2,0
thanked,6,2
frankpallone,4,3
httpstcobtwgaqxttf,2,0
delete,2,0
offenses,2,0
sentences,2,3
sr,4,4
donor,4,0
organ,3,9
disgusted,2,0
pardoned,7,2
coup,3,2
dayi,2,0
reimburse,3,9
garbage,4,2
plastic,7,0
plastics,8,0
newark,8,3
enjoyable,2,0
premiums,10,9
diabetic,2,0
insulin,7,8
snack,4,0
patientin,3,0
essex,6,0
smithsonians,2,0
employ,13,12
coverageopen,2,0
countyif,3,0
njth,3,0
scan,2,0
webinar,10,15
reimbursement,4,6
bayonne,2,0
revised,2,2
contracts,3,4
rivers,8,4
lakes,18,14
preregistration,3,0
closes,8,0
steve,3,17
charter,2,5
information#knowyourrights,3,0
votetoday,3,0
httpstcohmectaza,2,0
columbus,7,11
executives,4,6
michaels,3,0
painting,2,0
classrooms,5,2
maplewood,2,0
engaged,9,12
sean,4,9
locationsfor,3,0
port,8,41
terminal,2,6
hopefully,2,8
extends,7,7
hras,2,0
similar,5,16
quick,8,38
roi,2,0
furious,2,2
louis,10,8
fixed,3,2
balances,2,3
barely,3,0
notifications,2,0
identity,8,9
reestablish,2,2
transcends,2,0
ucsandiegos,2,0
clinical,2,8
daniel,5,3
diegans,7,0
anonymous,7,7
calif,3,0
bysavi,2,0
registering,5,2
repayment,2,0
vetoproof,2,3
discharges,2,14
repsusandavis,2,0
wield,3,0
gavel,2,5
tempore,2,4
dropping,5,5
#csedweek,2,0
edmund,3,2
dementia,4,0
ray,3,5
chavez,2,0
endured,5,6
httpstcomcykehnjm,2,0
netflixs,2,0
realtime,2,3
shutoffs,3,2
nonprofits,10,33
repbera,6,0
repdavids,2,0
spur,2,7
spreadwe,2,0
genderbased,7,0
brokers,3,0
httpstcovkbwnkgim,3,0
fits,9,4
arrival,2,7
tolerant,2,0
intervention,2,6
operate,5,16
wastewater,2,4
deploy,3,7
#transgenderawarenessweek,3,0
feat,4,0
#aew,3,0
triumph,6,3
evil,7,13
modern,12,15
universitys,2,0
enlisted,3,2
demonstrates,8,7
availablewe,2,0
thriving,8,8
#nationalstemday,2,0
jesse,2,0
#telehealth,2,7
suspend,5,0
habits,2,2
coronado,2,0
ideology,2,8
httpstcotvuvskjmuw,2,0
ports,6,11
gi,3,0
gymnasium,4,0
httpstcolqqddqa,2,0
detainment,3,2
bliss,5,0
advocated,5,13
posthumous,2,0
ramirez,2,0
httpstcocanyobczdveterans,2,0
httpstcoeiyzikblh,2,0
texans,7,18
httpstcoizdtfoeae,4,0
pasos,3,0
clinics,9,7
mccain,7,0
utep,2,0
desert,5,0
narratives,2,2
acceptance,2,0
davids,2,0
httpstcopzgpxhg,3,0
appeals,4,9
modernization,7,8
fails,11,2
electoral,20,28
partnerships,3,20
replujangrisham,3,0
trip,8,7
congressmen,4,2
allegheny,2,0
prize,6,6
civility,3,0
sergeant,3,10
peninsula,2,2
pasoans,4,0
academiesthe,2,0
httpstcoakfammuyy,2,0
suggestions,2,0
ivan,7,2
artist,3,2
mcallen,2,0
burn,4,6
pit,4,0
lou,2,4
riverside,13,0
bridges,7,5
discharge,3,29
petition,2,33
#hometownhero,4,4
terri,2,0
govpritzker,5,0
treasurer,4,2
louisa,2,9
trusted,10,14
galesburg,2,0
libraries,5,0
pekin,2,0
lesson,3,7
movie,4,3
repdavidscott,2,0
partnering,5,8
plates,2,0
adjust,3,6
routines,2,2
thankfully,4,7
illinoisan,4,0
foreignpolicys,2,0
jtepperman,2,0
physician,4,12
httpstcoiqisomwxc,2,0
#usmca,3,23
farming,6,12
powerhouse,3,0
gray,2,19
rockford,3,0
notorious,2,2
senatordurbin,22,5
usp,5,0
thomsons,2,0
dependent,7,12
airmen,3,18
recruit,3,2
distanced,5,0
ton,2,3
aiding,3,7
biofuel,2,2
streamlining,3,5
advanced,10,26
biofuels,6,9
foodbank,2,0
idph,6,0
selfisolation,2,0
duties,5,9
httpstcovxfmyfslx,2,0
corn,3,31
belt,3,7
mild,2,5
provider,3,6
todayi,2,0
thomson,3,0
uptodate,2,2
repeat,3,4
robinson,4,2
ronaldklain,4,0
steering,3,3
pfc,3,5
jailed,2,0
scales,2,0
ffa,2,2
madam,6,0
siblings,3,3
woke,3,10
httpstcolgszuocgg,2,0
packet,3,3
objectives,2,3
packing,4,9
#diademuertos,2,0
improper,2,3
approps,4,7
broader,4,7
furry,2,0
spaces,10,3
minimize,3,2
navigation,2,3
ecosystem,5,9
sustainability,2,0
harriet,2,0
coachella,8,0
inaugural,6,3
aqu,9,2
travs,2,0
encuentre,2,0
mdica,2,0
usted,3,0
springs,2,18
observes,2,0
mirage,3,0
countywide,4,0
wounded,9,13
disability,19,27
spiritual,3,3
httpstcovbjcorhdv,2,0
rancho,3,0
contacted,2,6
obtenga,2,0
seora,4,0
soledad,3,0
guadalupe,3,0
oficina,2,0
bidder,2,0
outages,2,0
donation,5,12
necessity,4,6
deserthealthcv,3,0
educating,2,3
battling,17,11
#gooddeedspotlight,2,0
webb,3,0
hardships,7,8
mizellsrctr,2,0
ranch,2,10
todec,2,0
scenes,3,2
cherish,6,10
mornings,3,8
reusable,2,0
wheels,3,3
wow,2,6
harvesting,2,6
jed,2,0
indio,2,0
embargo,2,0
cityofindio,2,0
inlandcls,2,0
estn,4,0
ayudar,2,0
informacin,2,0
asistencia,3,0
disposable,2,2
noticias,3,0
una,11,4
indiancommittee,5,0
prevalent,2,0
astronomical,2,0
senatorshaheen,11,9
neighbor,6,8
er,2,2
mat,2,0
wsenatorcollins,2,0
wells,2,0
cherished,3,6
#americandiabetesmonth,2,0
renewal,4,3
benito,4,0
instructions,3,0
#tx,9,46
harlingen,2,0
flyer,8,0
allen,3,15
married,4,4
pa,20,25
transatlantic,4,3
gerryconnolly,2,0
afspnational,2,0
ben,6,9
bolt,3,0
aimed,4,9
parent,5,9
hidalgo,3,0
sheriffs,2,11
departments,3,13
kleberg,3,0
kingsville,4,0
jk,2,0
northway,2,0
exhibit,6,3
leukemia,2,0
survivor,6,6
alexia,2,0
squad,2,6
inspires,4,0
lovely,3,0
revenues,3,6
covidoversight,4,0
sociallydistanced,3,0
#txproud,5,0
rene,2,0
discovered,3,4
pandemicif,2,0
#nationalfirstrespondersday,3,6
#trump,2,0
trees,7,17
washingtonpost,7,3
exposes,2,0
brownsville,6,0
flight,6,18
stadium,5,4
suspect,3,9
frequent,2,0
tx,7,14
germs,2,0
export,3,9
weekends,2,4
fake,7,11
appreciation,4,19
nonfilers,3,8
graphic,2,0
correa,2,0
halting,2,3
risen,5,4
damages,3,5
hanna,2,0
questionnaire,2,0
acknowledging,4,3
clearer,3,0
asu,4,0
uarizona,4,0
usnationalguard,2,29
danielsparents,2,0
vincent,2,2
yuma,2,0
adam,2,9
birx,2,2
azdhs,2,0
stages,3,7
crescentphx,2,0
links,2,4
equalityhealth,3,0
thankyou,2,0
japanese,3,3
attacked,7,27
solicitar,2,0
aprenda,2,0
climbing,7,0
courses,2,0
phoenix,2,0
tempe,2,0
angels,2,10
groundwork,2,2
cityofphoenixaz,5,0
#phoenix,2,0
vanappointments,2,0
preferred,2,4
servicio,2,0
fin,3,4
dysfunction,4,3
saliva,5,0
#flu,3,0
illnesses,7,10
nos,2,0
pruebas,2,0
ofrece,2,0
van,4,2
williams,4,12
cfpb,3,7
#optoutside,2,0
azs,2,0
das,2,0
estamos,2,0
agradecidos,2,0
accin,5,0
importante,3,0
personas,2,0
nuestro,3,0
hogar,3,0
reducir,2,0
vidas,2,0
raises,7,11
#orangetheworld,4,0
anticuerpos,2,0
disponibles,3,0
antibody,3,5
administer,6,0
caregiver,4,0
#nationaldiabetesmonth,3,2
awardees,2,2
employing,2,5
condado,2,0
vacunas,2,0
perpetrators,4,5
jesus,2,5
yavapaiapache,2,0
sciencethe,2,0
wsj,2,12
fields,5,8
psychology,2,0
ignorant,2,2
scientist,8,0
inter,2,2
posed,5,8
locks,2,11
plaines,2,0
downplaying,2,0
#science,4,0
repunderwood,4,0
slight,2,0
attn,8,10
decriminalized,2,0
repebj,2,0
housescience,2,0
prohibition,11,3
marshablackburnget,2,0
dependence,3,13
explosion,4,8
repdannydavis,3,0
tn,2,20
knowhttpstcovbihkszlq,2,0
printing,2,0
topnotch,3,2
recommends,5,2
parkshistory,2,0
jameson,2,0
usgao,7,2
dick,2,0
durbin,4,0
undoing,3,0
amb,4,0
engaging,3,6
needless,5,2
conflicts,3,0
negotiated,6,6
fulltime,3,8
ignorance,2,3
embrace,2,11
fringe,2,2
avoided,2,3
usgsas,2,0
httpstcowawsnwh,2,0
#equality,3,0
miracles,2,2
#votingrightsact,7,0
goodfaith,3,0
slap,2,4
prison,13,15
#equalpay,3,0
athletics,2,0
mill,2,2
wears,4,0
retreat,2,6
#publichealth,4,0
#publichealththankyouday,3,2
recipes,2,2
plea,2,0
pbc,2,0
hook,3,4
#pbc,5,0
roof,8,3
pbcelections,4,0
inherited,2,0
repteddeutch,4,4
mandatory,5,4
rec,3,0
wreaking,4,0
stripped,2,0
collect,3,7
barrett,36,374
outofnetwork,2,0
phillips,2,0
telephone,21,14
topics,5,9
httpstcoxpueiydpq,2,0
flourish,3,0
audience,2,4
secures,3,7
fellowships,2,0
policymaking,2,0
realm,2,0
toaccept,2,0
sttime,3,0
renewalsaccept,2,0
deferred,2,6
yrsextend,2,0
httpstcosgdosl,3,0
redcross,3,3
displaced,2,2
aprildryan,2,0
ascertained,2,0
presi,2,0
defining,3,0
hasty,2,0
pbs,3,0
spikes,5,2
swing,5,2
resumes,2,0
fb,2,5
requirementno,2,0
protectionsno,2,0
temper,3,0
writing,5,10
httpstcoqfehuydy,2,0
preview,5,6
implemented,4,13
lasted,2,0
doubled,5,3
democracywe,2,0
andor,3,2
incomplete,2,0
standby,2,0
anchoring,2,0
nextgen,2,0
demagoguery,2,0
opponents,3,3
abandons,3,0
grown,4,7
bite,2,0
jahimes,4,0
mikedelmoro,2,0
bench,3,28
sleeves,4,0
flipped,2,0
digits,2,0
expires,4,0
daysthe,2,0
streets,6,18
dayhospitals,2,0
follows,4,4
separate,4,3
powers,4,12
betrayed,2,0
violently,2,0
psychological,2,2
circuit,8,13
nowhere,5,3
chain,5,27
ppl,3,9
unites,3,5
divides,3,5
ranks,3,9
#mondaymotivation,2,0
unimaginable,5,5
newburgh,2,0
nowmitch,3,0
reynolds,3,4
#navy,2,9
morgan,2,3
#nationaldayofthedeployed,3,7
overturned,6,0
onion,2,0
crops,3,6
overturns,4,0
passengers,6,7
morethanmysle,18,0
extremist,3,0
#getcounted,5,0
schmitt,2,0
coveredillinois,2,0
firearm,2,0
tenth,3,2
aarpillinois,2,0
cautiously,2,0
rexchapman,2,0
narrow,3,0
problemsolving,2,0
#stimulus,2,0
relie,2,0
waning,2,0
poorly,2,3
deese,4,0
julie,3,5
rolling,3,24
kudos,3,7
pressured,2,0
confusion,3,4
earnest,2,0
netanyahu,2,4
crown,3,3
normalized,3,5
kyle,4,9
rephuffman,20,0
resuming,4,2
begging,4,0
nazis,2,2
trafficking,5,31
czech,2,0
peacekeepers,2,0
sinai,2,0
affording,2,0
exclusion,3,0
precaution,3,0
facilitate,3,9
homemade,2,0
httpstcofecsfwedfr,2,0
#envirojusticenow,3,0
alaskawild,4,0
harbors,2,0
enviro,2,0
crfredrickson,3,0
rosenzweigp,3,0
#votingrightsadvancementact,2,0
renamed,3,2
disenfranchise,4,2
seas,3,9
noaa,2,7
sendansullivans,2,0
criminalization,2,0
httpstcoznhkvfkuz,2,0
viewing,2,0
outofwork,2,0
drags,2,0
biodiversity,5,0
exploitation,4,13
pmpsthttpstcorhpuwtk,2,0
financing,12,3
confusing,2,0
navigating,3,2
#bristolbay,3,0
lowinterest,2,0
httpstcocliauhbv,2,0
haaland,2,0
uses,2,6
delaying,4,5
antics,3,4
antitransgender,8,0
fellows,2,0
fisheries,2,6
beck,2,0
mixing,2,0
berkshire,2,0
hathaway,2,0
irreversible,4,2
bristol,9,0
lcvoters,7,0
harness,2,2
reclaim,2,3
straining,2,0
caloes,2,0
seasons,4,2
turnout,7,0
divided,5,7
atrocities,2,9
recordpass,2,0
proactive,2,4
prevail,2,0
nwdc,2,0
washingtons,7,5
govinslee,9,0
legislature,5,8
subject,6,10
incumbent,2,0
brink,8,0
absolute,2,6
admirably,2,0
dishes,4,0
granddaughter,2,5
democracies,3,2
mobility,2,4
temperate,2,0
jinkins,2,0
onrather,2,0
ginsburgs,5,4
repdelbene,10,0
#wa,5,4
waemd,3,0
reply,3,0
earthquake,2,0
clicking,3,5
leverage,2,4
platter,2,0
putins,2,0
smoke,6,5
puget,4,0
tacoma,4,0
entered,5,2
deter,2,7
volume,3,2
repricklarsen,4,0
ronwyden,10,0
voiceless,3,0
nowi,3,0
govinslees,2,0
hashanah,3,5
lshanah,2,0
usairforce,2,55
installations,2,7
preside,3,2
#protectpregnantworkers,2,0
downturn,3,2
waospi,3,0
leanne,4,0
eko,4,0
bethelsd,3,0
leeda,4,0
beha,4,0
brooke,2,4
marching,2,6
horror,2,3
oregon,18,3
schulz,2,0
tumultuous,2,0
cord,3,0
elizabeth,2,8
heed,6,2
theirs,2,3
picking,4,9
#sec,2,0
censoring,2,19
solemn,3,5
exploiting,4,3
avalon,4,0
damning,3,0
violate,5,7
warrior,4,4
heath,3,0
idly,2,3
hst,10,0
scott,9,18
miscovich,3,0
assoc,2,0
uzbekistan,3,0
hawaiian,3,0
httpstcowbjixbn,2,0
ohana,4,0
evacuate,3,2
interior,8,20
fellowship,4,3
elements,3,3
characteristics,2,0
httpstconptigvh,2,0
darin,2,0
leong,2,0
occurring,3,2
criminals,4,22
nmhix,2,0
yrold,2,0
mexicos,11,2
entrusting,3,0
francisco,2,0
fernandez,2,0
aztec,3,0
perished,5,8
pristine,3,0
sensitive,2,4
whenever,4,3
embraces,2,0
implement,17,16
epas,6,9
nm,16,0
#worlddiabetesday,2,0
theirfamilies,2,0
#protectourpensions,2,0
#theyearnedit,2,0
#teammlg,5,0
roots,9,2
bury,2,3
thousand,2,4
oaks,2,0
pittsburgh,4,4
#takebackday,2,7
expired,3,11
lorenzo,2,0
caution,3,4
#chacocanyon,2,0
blmnational,4,5
plumbing,2,0
realworld,2,0
highland,4,0
usedgovs,2,0
rainforest,2,0
demonstrations,2,0
unms,2,0
entrepreneur,2,0
connecticut,6,0
liberal,2,70
lion,3,3
agrees,4,10
isolated,3,0
swore,3,0
proving,4,3
preserves,3,0
romney,2,2
posting,4,3
jeff,8,6
denham,2,0
insightful,3,0
internationally,2,2
francis,2,5
gay,3,0
disappointing,3,7
dan,8,15
crazy,2,9
inner,2,0
envelope,4,0
programming,4,5
favorites,2,0
eday,2,0
nobel,3,7
editing,2,0
crispr,2,0
marriage,8,12
diagnosis,5,8
presentation,5,2
coffee,7,9
patiently,2,0
surrendered,2,0
hypocritical,2,0
vacancy,3,16
mere,2,0
retake,2,0
losers,2,4
cemeteries,2,0
outraged,3,2
courageous,13,19
pocket,2,3
noah,5,4
rainbow,2,0
slash,3,2
supremely,3,5
charging,4,3
drinks,2,0
preparation,2,2
pulling,5,5
treaties,2,0
gutted,2,0
lewiss,3,0
vra,2,0
johns,3,5
tore,2,2
eversource,3,0
ocasiocortez,2,0
prove,5,13
heartbroken,10,3
oz,2,0
selma,4,0
jonathan,3,2
fitting,6,11
rage,2,2
ada,2,2
flat,3,0
shamefully,2,5
lobby,2,4
disenfranchisement,2,0
commuting,2,0
roger,3,8
principle,4,5
modernizecmte,9,13
publicservice,3,0
podcast,38,13
ferry,4,0
wastatecommerce,3,0
oso,3,0
absence,3,3
neck,4,0
timroemer,3,0
perform,3,9
unwavering,7,9
sbaseattle,2,0
seattle,7,5
penny,2,0
#shoplocal,3,7
differently,4,7
pumpkin,3,0
pebble,6,0
nathan,18,9
maskwash,4,0
handswatch,2,0
tomorrowand,2,0
yamstv,2,0
airplane,2,0
backward,3,5
cusp,2,0
authorized,4,21
mishandling,2,3
httpstcoohqyouhk,4,0
aspect,4,6
orientation,3,4
prosecution,2,3
sympathies,7,2
hinchs,2,0
httpstcoriniwba,2,0
disappearance,3,2
persist,2,0
ix,3,0
practical,3,5
badlyneeded,2,0
nh,66,0
dartmouth,2,0
credibility,2,6
spreads,2,0
educationthats,2,0
disrupted,3,5
matching,2,2
reliefwe,3,3
nhnationalguard,3,0
advisor,6,14
specialist,3,2
granite,24,3
orderly,3,4
democracythe,2,0
transmitted,3,0
wout,3,5
unknowingly,2,2
agreeing,3,4
nbrc,2,0
promotes,2,7
illicit,2,3
hampshire,23,0
occurred,3,14
buck,2,3
lending,4,6
upholding,3,18
staters,16,0
unsuspecting,2,0
audio,3,0
heating,3,0
manchester,6,0
acquire,2,3
johndelaney,2,0
allthe,2,0
penaltyabolish,2,0
unfathomable,2,0
#noeastiesubstation,2,0
senmarkey,12,0
electrical,5,0
substation,4,0
unsafe,7,0
unhealthy,3,0
efsb,2,0
ri,17,2
stater,5,0
holyoke,3,0
nbc,2,0
til,2,0
theelliotpage,2,0
torturing,2,0
reign,6,2
lifetimes,5,0
honest,8,23
arguing,4,2
scared,2,2
godspeed,2,5
hillaryclinton,2,0
budd,2,0
kendall,4,0
wannabe,2,0
trample,2,0
steal,13,9
ration,2,0
nvsboston,2,0
americorps,3,0
counterparts,3,5
attempted,3,9
license,2,3
artsakh,3,0
jail,8,4
dj,2,0
coney,23,267
lsctweets,2,0
susanwbrooks,3,3
grandparents,3,2
regulators,2,3
weymouth,7,0
compressor,7,0
abundantly,2,6
erode,5,0
limits,4,13
overrule,2,0
amnestyusa,2,0
rig,3,3
lawfully,2,2
aggressive,8,9
reliance,3,5
beneficiaries,4,9
diverted,2,0
supplier,2,0
cartels,2,0
crackdown,5,2
legalize,4,31
sue,2,13
iranian,4,5
maximum,2,6
hotel,4,2
crow,3,0
migratory,2,0
bird,5,0
reviving,2,0
tipping,2,0
sustain,6,6
lbhealthdept,2,0
carson,3,0
associates,2,2
lame,10,3
duck,9,18
blank,3,3
abusers,4,0
passport,5,2
rudy,6,0
scrutiny,4,5
redistricting,3,0
controlled,2,8
band,7,7
superior,3,4
rev,2,0
#mlk,2,0
sadie,2,0
championship,7,7
grade,4,4
kabensen,3,0
rukavina,2,0
#minnesota,2,0
toms,3,0
amyklobuchar,6,0
rochester,2,5
nonsmoking,2,0
tommy,3,3
iron,4,0
fights,5,8
eye,6,14
humor,9,5
collinpeterson,2,0
monumental,3,10
#duluth,5,0
corridor,4,3
tourism,3,15
ely,4,0
editor,2,0
elyecho,4,0
newspapers,6,5
governing,3,6
#restoredemocracy,7,0
#nationalapprenticeshipweek,3,4
earning,4,2
#alzheimersawarenessmonth,2,3
drastic,2,0
grandson,5,0
deer,4,5
camp,5,13
nolan,2,0
vikings,3,0
#onlyinmn,2,0
#deercampmn,2,0
#skol,2,0
mndnr,2,0
duluths,2,0
sep,2,0
duluth,6,3
wellstone,2,0
lock,3,19
ste,2,2
aerial,3,3
treasured,5,4
millionaires,3,0
#goptaxscam,2,0
multinational,3,0
jimmy,2,10
carter,2,3
agreements,8,19
steelworkers,2,2
#unionstrong,2,0
#friends,2,0
peterson,4,5
proved,4,4
competing,2,2
marathon,2,2
carrying,8,0
canoe,2,0
shaming,3,0
exploration,2,10
discovery,2,5
heavens,2,0
miners,5,7
trading,3,5
bump,3,0
blame,2,6
compelling,3,2
ford,3,0
restores,3,0
baxter,2,0
#civilrights,2,0
eisenhower,5,9
meredith,2,0
compete,3,7
senamyklobuchar,3,0
sentinasmith,12,4
ajitpaifcc,4,14
headstartgov,2,0
superrich,2,0
ads,4,2
repmcgovern,6,0
#syria,3,0
elsewhere,5,3
#suicidepreventionmonth,2,0
#suicideprevention,2,4
omb,7,3
falls,7,26
handing,2,2
emily,4,0
confronted,3,0
gerrymandering,2,0
rigged,4,3
assembling,4,0
garland,2,0
grandparent,3,0
fleet,5,13
riders,2,7
fishery,3,0
salmon,4,3
fond,2,4
du,2,5
contrary,3,2
shortcomings,3,0
planned,3,19
kings,4,3
govern,5,3
fundraising,2,2
exemplary,2,8
purchase,3,12
indictments,2,0
guilty,5,3
witch,3,0
operates,4,3
exercising,4,3
soap,2,0
httpstcopdleemhulq,2,0
#queens,41,0
jimbridenstine,3,9
landing,3,5
ustraderep,4,11
#justiceforvanessaguillen,2,0
enrich,2,4
surgeon,2,0
erate,2,0
homework,3,5
#psa,4,0
#nys,2,0
#nycs,3,0
zones,3,9
identified,2,4
yellow,2,0
#kosher,3,0
#halal,3,0
httpstcocnqqqdml,2,0
httpstconqqwpbjrrh,3,0
unsung,4,5
gregg,2,0
grieve,6,0
nationally,2,4
#bayside,2,0
maker,2,0
cont,2,6
thomas,2,13
httpstcoplcpsgms,2,0
dragon,4,6
launches,3,3
commemorates,2,3
antimuslim,2,0
iphone,2,0
android,2,0
httpstcoiuchuwnms,2,0
footprint,2,3
riding,4,5
nycsbs,2,0
httpstcocxelfpmdr,3,0
functions,2,2
#senate,2,73
trickortreating,2,0
bell,3,3
blvd,2,0
reppeteking,2,2
archie,3,0
teamed,3,3
english,2,2
spanish,2,3
hello,2,0
informational,2,2
#potus,2,4
gardens,2,0
manufacture,6,2
deals,4,29
tactics,5,14
michigander,2,0
nowmy,2,0
maps,5,4
midwest,3,2
reward,3,2
voiceadoption,3,0
certificates,2,0
flintandgenesee,2,0
detail,2,2
teamcavuto,3,10
neil,3,2
furnish,2,0
leechatfield,2,0
senmikeshirkey,2,0
factchecking,3,2
marbles,2,0
opponent,4,0
enabling,2,5
manmade,2,0
#irs,3,15
youto,2,2
crusade,2,0
declared,3,8
dropbox,4,0
midmichigannow,2,0
bee,2,0
clerk,3,0
sameday,6,0
residency,2,0
httpstcotdmxsznbv,3,0
momandpop,3,0
americaforward,2,0
importan,2,0
zip,3,5
predatory,8,3
casesthis,2,0
statistic,2,0
consolidation,3,0
repmarktakanos,3,0
lawthis,2,0
recipe,4,3
tarte,2,0
tatin,2,0
stated,3,3
blind,3,11
contains,2,12
partys,2,15
reenter,2,2
mockery,2,0
disrespect,2,0
toughest,2,4
generationswe,2,0
#climateactionnow,2,0
voteif,2,0
consequential,2,3
registrar,4,0
wisconsins,2,5
kavanaughs,3,0
actwe,4,3
literacy,2,4
foreclosures,2,0
ok,7,13
deliveries,4,2
checked,2,0
replipinski,2,0
erosion,3,3
rampd,2,9
coordination,2,10
#ai,4,0
#il,20,17
suburban,3,2
jackson,6,9
staffer,3,4
zachary,2,2
zac,3,0
plantz,2,0
livestreamed,2,0
sentenced,2,3
argonne,3,0
postings,2,0
european,4,6
connectivity,3,11
amtrak,6,0
witnesses,3,14
#college,2,0
speakers,4,11
drivers,4,16
recycling,3,4
conveniently,2,2
oak,2,0
isacfinaid,4,0
thisisuic,3,0
collegeboard,2,0
httpstcoedmfsfwlf,7,0
berlin,2,0
lineup,5,2
excerpt,3,2
evades,2,0
prodemocracy,4,5
#hongkong,8,25
#democracy,7,0
#diadelosmuertos,2,0
spooky,2,0
seal,2,5
walton,4,0
polish,3,0
australia,4,0
computers,2,0
innovations,3,2
foundational,3,4
captures,2,0
chicagos,2,0
#manufacturers,2,0
prolife,5,21
edt,2,6
ewtn,2,0
catszeltner,2,0
settle,2,3
cleanhoaction,2,0
#cleanwaterscorecard,2,0
highway,4,16
fdr,3,0
dominate,2,0
bankruptcy,10,0
kidney,2,0
transplant,3,2
essentials,3,0
repronkind,2,0
darrington,2,0
wadepthealth,6,0
quarantining,3,0
dry,2,5
commodity,3,8
sundown,4,0
landslide,5,0
ustr,5,0
usmca,4,12
harbora,2,0
retention,2,0
auctioning,2,0
komonews,2,0
jurisdiction,3,2
worrying,3,0
positioned,2,7
#generationequality,2,0
reid,2,2
educator,4,4
waplanfinder,6,0
exemptions,2,4
#gohawks,2,0
docs,3,6
customs,4,0
tulalip,2,0
snow,3,6
hikers,2,0
#maskupwa,2,0
ethnicity,2,0
kicks,3,6
spreadpractice,3,0
yakima,2,2
bothell,2,0
designs,2,0
stays,2,0
mikekellypa,2,3
warn,3,2
rookie,2,0
rolled,4,4
sacramento,4,0
donate,7,6
#sacramentocounty,7,0
#humanrights,5,7
houseforeign,13,0
politicolive,3,0
saccountyca,10,0
hel,2,0
pdt,2,0
unanimous,5,13
dyk,3,0
inaugurated,2,2
cdcflu,2,0
baileykanelos,2,0
conditionsin,2,0
pandemicand,2,0
hous,2,0
cacensus,2,0
amidst,3,7
completecall,2,0
kitchen,4,0
jerk,2,0
uh,2,0
juice,2,0
genius,2,2
mccarthy,2,10
davis,6,5
mkraju,2,0
conservative,6,53
deniers,2,0
milk,2,8
ted,5,8
decides,2,3
arrive,4,5
ap,4,10
invent,2,0
als,16,35
#covidsafe,3,0
xavierbecerras,3,0
dominated,2,0
pac,2,2
sprint,3,0
dumb,2,0
ashishkjha,3,0
ris,2,0
drain,3,0
swamp,5,14
nuts,2,0
membership,2,0
ele,3,0
neeratanden,7,0
boldly,2,0
stamps,5,0
reppeteolson,2,0
repjohndelaney,14,0
lisa,2,0
reprooney,2,3
delaney,9,0
stewart,2,0
#maryland,8,0
housenewdems,3,0
fixthedebt,3,0
foxnewsradio,3,6
suspicious,2,5
bombs,3,2
lawma,2,0
tone,2,0
#fixthedebt,2,0
hagerstown,2,0
forecasts,3,0
shana,2,2
rephensarling,2,0
connolly,3,0
eleanor,2,0
brick,2,0
alike,3,4
alarmed,4,2
argument,4,6
sensasse,2,4
httpstcorkqslfux,2,0
screens,3,0
senbennetco,3,0
senatorcollins,9,11
sasse,2,5
etc,5,8
httpstcowugdytsywf,2,0
sided,2,2
httpstcoerymuetcm,2,0
khan,2,0
forty,2,0
#neveragain,3,0
amdt,2,0
shall,2,5
insurrection,2,0
enemies,5,4
seated,2,0
thier,2,0
notes,5,7
joys,2,0
pierce,3,3
audited,2,0
sweeping,4,5
neal,2,0
larson,2,0
americansthats,3,0
kyledcheney,2,0
plaintiffs,2,3
suit,7,10
shou,2,0
foolish,2,0
foxnews,3,48
repjohnlarson,4,0
slammed,2,0
proposa,2,0
grifts,3,0
falwell,2,0
fashion,2,6
httpstcoaxprqstey,2,0
restrict,3,3
heck,3,0
recommending,2,2
